429,24,110.8,3.2318
237,27,125.4,3.77522
40,27,91.4,3.01642
57,29,93.7,2.9301
48,32,188.9,4.05396
430,39,87.9,2.07097
297,42,130.6,3.32869
492,45,168.8,2.84271
84,51,102,1.59938
317,52,163,3.66831
216,61,55.71,0.395635
68,68,144.77,1.8427
476,73,115.57,1.68751
323,76,107.55,1.56465
458,77,154.46,1.96594
429,24,106.016,2.940938
237,27,127.392,3.5109546
40,27,90.736,3.0465842
57,29,95.014,3.252411
48,32,191.537,4.3782768
430,39,81.908,2.0088409
297,42,133.424,3.2288293
492,45,163.136,2.5015848
84,51,98.8,1.519411
317,52,163.69,3.3748452
216,61,55.3074,0.35211515
68,68,144.1838,1.8427
476,73,115.3558,1.5693843
323,76,107.834,1.658529
458,77,154.237,2.2018528
429,24,114.388,3.199482
237,27,123.408,4.2282464
40,27,94.72,3.01642
57,29,89.758,3.252411
48,32,193.295,3.8107224
430,39,84.155,2.3609058
297,42,127.776,2.8959603
492,45,167.384,2.7290016
84,51,101.2,1.3914606
317,52,164.15,3.66831
216,61,55.3745,0.41541675
68,68,144.77,1.640003
476,73,115.6414,1.4850088
323,76,107.4435,1.5177105
458,77,154.3708,2.0838964
429,24,106.614,3.102528
237,27,120.752,3.77522
40,27,94.72,3.2577336
57,29,92.386,2.695692
48,32,188.021,3.9323412
430,39,90.896,1.863873
297,42,128.482,3.6282721
492,45,166.676,2.9279913
84,51,100.8,1.5034172
317,52,162.77,3.6316269
216,61,55.3074,0.4193731
68,68,144.4769,1.861127
476,73,115.7842,1.7887606
323,76,107.5855,1.470771
458,77,154.5938,1.769346
429,24,114.986,3.005574
237,27,120.088,3.4732024
40,27,89.408,3.1974052
57,29,93.043,2.63709
48,32,192.416,3.5674848
430,39,84.904,2.07097
297,42,134.836,3.32869
492,45,163.844,2.7574287
84,51,99.2,1.4074544
317,52,162.54,4.1085072
216,61,55.8442,0.40750405
68,68,145.0631,1.621576
476,73,115.4629,1.7212602
323,76,107.3015,1.470771
458,77,154.5938,2.1428746
